OrderID,OrderDate,CustomerID,ProductID,StoreID,Quantity,Discount,PaymentMethod
O000423,2023-12-04,C02116,P0148,S022,2,0.1,Cash
O000424,2023-02-22,C05228,P0136,S010,1,0.0,Debit Card
O000425,2024-11-16,C07174,P0095,S007,1,0.0,UPI
O000426,2024-07-23,C01758,P0117,S014,1,0.1,UPI
O000427,2025-04-06,C07954,P0127,S001,1,0.0,Credit Card
O000428,2024-06-07,C02092,P0141,S023,4,0.0,UPI
O000429,2024-09-17,C00019,P0002,S002,2,0.0,UPI
O000430,2025-06-29,C03028,P0106,S002,1,0.0,UPI
O000431,2025-05-15,C02559,P0011,S015,2,0.1,Credit Card
O000432,2025-04-21,C04294,P0042,S006,2,0.1,Debit Card
O000433,2024-11-07,C06138,P0079,S005,1,0.05,Debit Card
O000434,2024-06-13,C04823,P0125,S019,3,0.1,UPI
O000435,2025-02-06,C00942,P0123,S023,1,0.05,Credit Card
O000436,2024-10-20,C02260,P0115,S024,4,0.1,Cash
O000437,2025-08-03,C06852,P0144,S023,4,0.0,Net Banking
O000438,2025-09-18,C07453,P0018,S002,3,0.0,UPI
O000439,2023-10-20,C02905,P0015,S014,2,0.05,Credit Card
O000440,2024-10-25,C01598,P0103,S001,2,0.0,Credit Card
O000441,2024-04-04,C05740,P0006,S009,1,0.0,UPI
O000442,2023-05-01,C00383,P0076,S004,1,0.0,Credit Card
O000443,2025-03-23,C06937,P0127,S015,1,0.05,Debit Card
O000444,2023-01-02,C03587,P0029,S005,3,0.1,Net Banking
O000445,2025-08-17,C00841,P0113,S014,1,0.0,UPI
O000446,2024-08-28,C01462,P0118,S006,2,0.1,Cash
O000447,2024-08-25,C01726,P0132,S018,2,0.05,Cash
O000448,2025-04-13,C03784,P0102,S005,4,0.0,Cash
O000449,2025-06-16,C00284,P0037,S024,1,0.0,Net Banking
O000450,2025-03-22,C05246,P0060,S019,1,0.1,UPI
O000451,2025-05-12,C02235,P0124,S005,1,0.0,Cash
O000452,2025-02-25,C06611,P0120,S017,1,0.0,Debit Card
O000453,2025-06-11,C05082,P0006,S013,2,0.0,UPI
O000454,2024-12-19,C00269,P0048,S013,3,0.0,UPI
O000455,2025-08-23,C01855,P0024,S005,1,0.0,Cash
O000456,2025-06-03,C03145,P0113,S014,1,0.0,UPI
O000457,2023-01-09,C02657,P0060,S024,2,0.0,UPI
O000458,2023-08-22,C05666,P0106,S019,1,0.0,UPI
O000459,2023-12-08,C07742,P0129,S024,1,0.0,Credit Card
O000460,2023-01-25,C02996,P0142,S003,1,0.1,UPI
O000461,2024-11-12,C03712,P0058,S006,1,0.05,Debit Card
O000462,2025-06-27,C07023,P0143,S025,4,0.1,UPI
O000463,2024-12-31,C02722,P0096,S005,1,0.0,UPI
O000464,2025-06-21,C00092,P0090,S022,1,0.15,UPI
O000465,2023-11-17,C05103,P0096,S002,2,0.1,Credit Card
O000466,2024-06-30,C02370,P0024,S005,2,0.0,Net Banking
O000467,2025-06-07,C05373,P0045,S011,2,0.1,UPI
O000468,2025-03-28,C02020,P0081,S014,1,0.15,Debit Card
O000469,2024-11-16,C05452,P0089,S003,1,0.15,Cash
O000470,2025-07-03,C05692,P0093,S003,3,0.05,Credit Card
O000471,2025-12-02,C02052,P0086,S007,1,0.05,Credit Card
O000472,2024-02-10,C02189,P0065,S011,1,0.0,Debit Card
O000473,2025-10-05,C03467,P0041,S004,1,0.0,Credit Card
O000474,2023-07-02,C03250,P0071,S022,1,0.1,UPI
O000475,2025-06-02,C06309,P0086,S008,1,0.05,UPI
O000476,2024-06-19,C07397,P0116,S002,2,0.1,UPI
O000477,2023-01-05,C00879,P0070,S017,2,0.05,Credit Card
O000478,2025-06-25,C00593,P0143,S018,1,0.1,Credit Card
O000479,2024-05-29,C02018,P0115,S025,2,0.0,Credit Card
O000480,2023-09-02,C06632,P0035,S013,1,0.05,Debit Card
O000481,2024-05-26,C00068,P0004,S017,3,0.0,Credit Card
O000482,2023-01-25,C02701,P0131,S002,1,0.0,UPI
O000483,2024-03-19,C02316,P0007,S011,5,0.1,Cash
O000484,2023-08-19,C05693,P0013,S011,1,0.0,UPI
O000485,2025-11-27,C05904,P0111,S019,2,0.0,Net Banking
O000486,2024-04-28,C00562,P0025,S014,2,0.1,UPI
O000487,2023-02-15,C07289,P0036,S021,1,0.0,Cash
O000488,2025-07-06,C06795,P0109,S025,1,0.1,UPI
O000489,2024-12-11,C04637,P0135,S007,1,0.0,UPI
O000490,2024-07-01,C05095,P0131,S018,2,0.0,Credit Card
O000491,2024-10-19,C04906,P0020,S006,1,0.1,UPI
O000492,2024-05-16,C01836,P0021,S024,3,0.05,UPI
O000493,2024-12-25,C04059,P0031,S025,1,0.0,Credit Card
O000494,2025-11-15,C05176,P0025,S007,1,0.1,Debit Card
O000495,2023-04-28,C02484,P0061,S017,2,0.05,UPI
O000496,2023-07-25,C03260,P0070,S012,1,0.15,UPI
O000497,2024-10-23,C01557,P0034,S025,1,0.0,UPI
O000498,2023-10-30,C02222,P0142,S016,1,0.0,Cash
O000499,2025-04-26,C00809,P0056,S022,3,0.0,Cash
O000500,2025-01-13,C04015,P0065,S011,1,0.0,Credit Card
O000501,2023-01-28,C05635,P0083,S017,1,0.05,UPI
O000502,2023-03-16,C04245,P0057,S012,1,0.0,Cash
O000503,2025-08-28,C04219,P0136,S012,2,0.1,UPI
O000504,2023-12-19,C00125,P0111,S020,1,0.05,Credit Card
O000505,2023-12-31,C03035,P0107,S005,4,0.05,Debit Card
O000506,2023-10-12,C01967,P0107,S018,1,0.0,Credit Card
O000507,2024-04-17,C07421,P0066,S004,1,0.1,Debit Card
O000508,2024-12-06,C07908,P0087,S021,5,0.2,Cash
O000509,2023-03-09,C01319,P0035,S017,1,0.05,Credit Card
O000510,2023-02-24,C03445,P0034,S019,1,0.0,UPI
O000511,2025-03-02,C05412,P0147,S010,1,0.0,Debit Card
O000512,2024-03-13,C02274,P0025,S021,1,0.0,Debit Card
O000513,2023-03-04,C06087,P0056,S006,4,0.0,Cash
O000514,2025-06-02,C06865,P0110,S015,3,0.0,Cash
O000515,2025-05-14,C05241,P0125,S024,1,0.05,Debit Card
O000516,2023-10-06,C06154,P0014,S023,4,0.0,Debit Card
O000517,2023-05-06,C02419,P0001,S018,1,0.0,UPI
O000518,2025-08-17,C06932,P0143,S006,1,0.0,Debit Card
O000519,2025-07-04,C03841,P0122,S020,2,0.0,UPI
O000520,2024-08-01,C01168,P0035,S011,1,0.0,Net Banking
O000521,2023-09-23,C01098,P0068,S005,1,0.15,Credit Card
O000522,2024-01-07,C03736,P0117,S009,1,0.0,UPI
O000523,2023-08-07,C05394,P0134,S017,3,0.0,UPI
O000524,2024-07-31,C04312,P0080,S014,5,0.05,Debit Card
O000525,2024-01-24,C04352,P0059,S019,3,0.1,Credit Card
O000526,2025-11-01,C07154,P0077,S006,3,0.0,Debit Card
O000527,2024-08-07,C03786,P0085,S023,2,0.2,Debit Card
O000528,2024-05-20,C03019,P0129,S020,1,0.05,UPI
O000529,2025-02-24,C04721,P0063,S022,2,0.1,UPI
O000530,2023-09-25,C05286,P0014,S005,5,0.0,UPI
O000531,2023-06-16,C06982,P0108,S023,2,0.05,Credit Card
O000532,2024-08-16,C03372,P0114,S021,1,0.0,Credit Card
O000533,2025-11-24,C06451,P0112,S007,2,0.0,Cash
O000534,2024-10-28,C05066,P0075,S025,2,0.2,UPI
O000535,2023-05-13,C00941,P0144,S011,2,0.0,UPI
O000536,2024-11-11,C07875,P0014,S003,2,0.05,UPI
O000537,2025-09-25,C04678,P0109,S005,1,0.0,Credit Card
O000538,2025-02-15,C07237,P0091,S010,2,0.2,Net Banking
O000539,2025-10-07,C05563,P0119,S019,1,0.05,Credit Card
O000540,2023-11-11,C06637,P0035,S001,1,0.0,UPI
O000541,2023-03-03,C00799,P0066,S006,1,0.05,Debit Card
O000542,2023-04-29,C03237,P0047,S011,1,0.05,UPI
O000543,2024-11-27,C00883,P0065,S019,2,0.0,Credit Card
O000544,2025-03-25,C03648,P0026,S021,2,0.0,Debit Card
O000545,2023-01-17,C00013,P0068,S021,4,0.2,Debit Card
O000546,2024-01-11,C02236,P0041,S022,1,0.0,Cash
O000547,2025-03-18,C03470,P0090,S023,2,0.2,UPI
O000548,2025-11-23,C01626,P0012,S012,1,0.0,Credit Card
O000549,2023-11-15,C06087,P0085,S003,1,0.05,Cash
O000550,2024-06-08,C01685,P0061,S011,1,0.05,Credit Card
O000551,2025-07-05,C05570,P0124,S016,1,0.0,Cash
O000552,2023-09-24,C03179,P0086,S018,3,0.1,UPI
O000553,2023-05-23,C00075,P0077,S023,2,0.15,Credit Card
O000554,2024-06-09,C00009,P0121,S016,1,0.0,Cash
O000555,2023-03-03,C07829,P0106,S003,4,0.1,Credit Card
O000556,2025-09-12,C06901,P0068,S013,1,0.15,Credit Card
O000557,2025-10-15,C06821,P0070,S016,1,0.0,Credit Card
O000558,2023-12-15,C02375,P0059,S012,1,0.1,Debit Card
O000559,2024-05-16,C06412,P0013,S007,-1,0.0,UPI
O000560,2025-01-31,C05859,P0037,S012,1,0.05,Debit Card
O000561,2025-02-16,C04011,P0053,S011,2,0.05,Net Banking
O000562,2023-07-11,C06113,P0015,S022,1,0.1,Debit Card
O000563,2024-09-01,C06650,P0119,S013,1,0.05,Debit Card
O000564,2023-05-28,C01503,P0097,S003,1,0.1,UPI
O000565,2025-04-09,C05491,P0061,S004,2,0.05,UPI
O000566,2025-06-22,C02735,P0101,S023,1,0.0,Credit Card
O000567,2023-03-20,C04777,P0082,S003,2,0.1,UPI
O000568,2025-04-01,C01784,P0005,S002,2,0.0,UPI
O000569,2023-08-30,C06493,P0014,S012,2,0.05,UPI
O000570,2025-07-01,C04182,P0119,S024,4,0.0,Cash
O000571,2025-10-23,C00886,P0024,S007,2,0.0,Debit Card
O000572,2024-02-05,C07157,P0122,S024,2,0.0,Credit Card
O000573,2025-01-17,C07627,P0041,S016,4,0.0,Debit Card
O000574,2024-10-11,C04758,P0140,S013,1,0.05,Debit Card
O000575,2024-11-16,C02954,P0077,S017,2,0.0,Credit Card
O000576,2024-01-09,C05681,P0099,S020,2,0.0,UPI
O000577,2024-01-10,C07979,P0123,S001,1,0.0,Credit Card
O000578,2024-03-20,C06357,P0027,S007,5,0.05,Credit Card
O000579,2024-02-04,C03859,P0068,S014,1,0.0,UPI
O000580,2024-08-11,C00621,P0093,S016,1,0.05,Debit Card
O000581,2023-05-19,C04312,P0069,S006,2,0.1,UPI
O000582,2024-12-24,C06525,P0106,S025,1,0.05,Debit Card
O000583,2025-01-16,C02753,P0143,S020,1,0.0,Debit Card
O000584,2025-01-10,C07233,P0034,S023,1,0.1,Credit Card
O000585,2023-02-22,C07124,P0112,S007,1,0.0,Debit Card
O000586,2023-12-30,C04984,P0058,S008,1,0.0,Credit Card
O000587,2025-06-17,C04319,P0128,S004,1,0.0,UPI
O000588,2025-04-19,C02461,P0125,S006,1,0.0,Cash
O000589,2025-10-18,C02180,P0106,S009,2,0.0,UPI
O000590,2023-11-06,C07348,P0134,S008,1,0.0,Net Banking
O000591,2023-09-09,C04511,P0091,S024,2,0.2,Credit Card
O000592,2025-09-10,C02590,P0104,S024,1,0.0,Debit Card
O000593,2024-11-24,C04448,P0029,S021,1,0.1,UPI
O000594,2023-01-04,C04605,P0143,S022,3,0.05,Credit Card
O000595,2024-06-16,C02078,P0128,S014,1,0.0,Credit Card
O000596,2025-05-24,C03088,P0050,S013,2,0.0,UPI
O000597,2024-11-07,C01985,P0057,S008,1,0.05,Credit Card
O000598,2025-04-16,C07980,P0059,S007,4,0.1,Cash
O000599,2023-10-30,C01280,P0111,S006,1,0.1,Net Banking
O000600,2024-12-07,C00005,P0047,S007,1,0.0,Credit Card
O000601,2025-10-18,C02007,P0074,S011,1,0.05,UPI
O000602,2024-08-16,C00072,P0082,S021,1,0.15,UPI
O000603,2025-05-03,C00217,P0123,S021,2,0.0,Credit Card
O000604,2024-07-06,C02912,P0125,S015,1,0.05,UPI
O000605,2025-12-26,C06153,P0082,S019,1,0.2,UPI
O000606,2024-09-02,C03971,P0060,S013,1,0.0,Credit Card
O000607,2025-12-18,C04319,P0090,S017,1,0.1,Credit Card
O000608,2024-12-10,C07399,P0093,S015,1,0.0,Debit Card
O000609,2024-06-02,C07858,P0068,S009,4,0.2,Net Banking
O000610,2023-05-13,C07527,P0112,S008,3,0.0,UPI
O000611,2025-09-07,C02056,P0123,S016,1,0.0,Credit Card
O000612,2023-11-20,C00651,P0037,S008,1,0.1,Credit Card
O000613,2025-01-26,C03142,P0019,S020,1,0.1,Debit Card
O000614,2025-11-29,C03843,P0086,S012,1,0.2,Cash
O000615,2024-03-28,C01040,P0048,S020,1,0.0,Cash
O000616,2024-10-24,C04827,P0004,S011,1,0.0,Credit Card
O000617,2025-02-16,C02639,P0141,S012,1,0.0,Debit Card
O000618,2023-05-18,C04683,P0058,S009,1,0.0,UPI
O000619,2023-09-15,C07043,P0121,S004,5,0.0,Credit Card
O000620,2024-05-20,C07682,P0015,S025,4,0.05,UPI
O000621,2024-02-19,C03047,P0050,S023,1,0.05,UPI
O000622,2023-02-11,C04673,P0102,S006,1,0.0,Credit Card
O000623,2023-01-01,C04304,P0126,S018,1,0.0,Debit Card
O000624,2025-10-29,C05339,P0142,S005,2,0.05,Net Banking
O000625,2025-08-10,C06980,P0109,S008,1,0.05,Credit Card
O000626,2025-11-21,C05938,P0064,S014,3,0.05,UPI
O000627,2025-10-20,C05385,P0146,S016,1,0.0,Net Banking
O000628,2023-01-23,C06480,P0015,S022,2,0.0,Net Banking
O000629,2023-04-05,C03635,P0036,S020,1,0.1,Cash
O000630,2023-02-25,C05622,P0021,S001,4,0.1,UPI
O000631,2024-01-08,C05651,P0038,S013,1,0.05,Credit Card
O000632,2024-12-08,C02373,P0099,S008,1,0.1,UPI
O000633,2023-06-10,C06045,P0090,S014,1,0.0,Credit Card
O000634,2024-10-16,C01666,P0150,S018,3,0.05,UPI
O000635,2024-10-08,C04536,P0024,S023,3,0.1,Credit Card
O000636,2023-03-12,C04146,P0129,S010,1,0.0,Debit Card
O000637,2024-02-15,C05659,P0141,S001,1,0.05,UPI
O000638,2025-09-04,C01163,P0112,S017,1,0.1,Net Banking
O000639,2023-03-10,C06304,P0117,S024,-2,0.0,UPI
O000640,2024-01-24,C06981,P0012,S014,2,0.05,UPI
O000641,2023-09-21,C04381,P0028,S011,1,0.0,Credit Card
O000642,2023-02-27,C06783,P0047,S016,3,0.1,Net Banking
O000643,2024-04-04,C03685,P0146,S018,2,0.0,UPI
O000644,2023-12-16,C02541,P0022,S008,1,0.05,UPI
O000645,2025-05-22,C05641,P0050,S019,1,0.1,UPI
O000646,2024-03-17,C00274,P0105,S018,1,,UPI
O000647,2025-05-20,C06377,P0133,S004,1,0.0,UPI
O000648,2025-03-19,C03487,P0087,S022,1,0.15,Credit Card
O000649,2025-01-30,C07652,P0090,S019,1,0.05,Debit Card
O000650,2024-10-31,C02381,P0026,S001,1,0.05,Credit Card
O000651,2023-09-25,C02899,P0004,S010,1,0.0,Debit Card
O000652,2025-12-27,C05333,P0129,S018,1,0.1,Cash
O000653,2024-10-28,C04331,P0115,S005,1,0.05,Credit Card
O000654,2025-01-06,C06425,P0121,S021,1,0.1,UPI
O000655,2024-08-13,C07711,P0030,S001,2,0.0,UPI
O000656,2025-08-14,C06023,P0078,S019,1,0.15,UPI
O000657,2025-12-07,C05498,P0031,S014,2,0.0,UPI
O000658,2025-01-21,C05159,P0098,S014,1,0.0,UPI
O000659,2024-07-18,C03609,P0092,S002,1,0.1,UPI
O000660,2024-09-08,C00278,P0142,S019,1,0.05,UPI
O000661,2023-03-18,C07593,P0099,S010,2,0.0,Debit Card
O000662,2024-11-11,C03581,P0090,S024,2,0.2,Net Banking
O000663,2024-04-06,C06460,P0101,S007,2,0.05,UPI
O000664,2023-10-14,C07134,P0043,S010,1,0.1,Cash
O000665,2023-07-19,C03970,P0010,S017,2,0.0,UPI
O000666,2024-08-30,C07137,P0048,S009,1,0.1,Debit Card
O000667,2025-04-13,C03289,P0064,S022,2,0.0,Debit Card
O000668,2024-06-16,C02925,P0055,S019,3,0.1,UPI
O000669,2025-05-04,C04062,P0043,S011,1,0.0,Debit Card
O000670,2025-02-10,C00897,P0113,S002,2,0.1,Net Banking
O000671,2024-03-07,C00603,P0128,S001,4,0.1,Net Banking
O000672,2025-03-26,C07944,P0105,S018,3,0.0,UPI
O000673,2023-02-06,C01883,P0140,S010,1,0.0,Debit Card
O000674,2023-07-16,C02989,P0014,S004,1,0.0,UPI
O000675,2025-04-17,C03155,P0040,S012,1,0.0,UPI
O000676,2024-12-16,C01795,P0108,S004,1,0.05,Credit Card
O000677,2025-07-15,C03234,P0045,S025,3,0.1,UPI
O000678,2025-10-17,C06487,P0150,S010,1,0.0,UPI
O000679,2023-05-03,C05169,P0145,S021,1,0.05,UPI
O000680,2024-04-19,C05342,P0057,S003,2,0.05,UPI
O000681,2025-05-18,C00302,P0072,S006,1,0.0,UPI
O000682,2024-06-01,C03669,P0023,S014,1,0.0,UPI
O000683,2023-08-03,C03031,P0048,S014,1,0.0,Debit Card
O000684,2025-10-21,C06061,P0037,S020,3,0.05,Debit Card
O000685,2024-08-08,C05968,P0095,S009,1,0.1,Debit Card
O000686,2023-08-23,C06843,P0057,S024,3,0.1,UPI
O000687,2025-11-02,C03974,P0110,S005,1,0.0,Cash
O000688,2024-01-29,C03640,P0064,S020,1,0.0,Debit Card
O000689,2024-10-01,C07365,P0045,S016,2,0.0,Debit Card
O000690,2025-09-22,C02305,P0031,S010,1,0.0,UPI
O000691,2023-12-15,C03567,P0032,S007,1,0.0,UPI
O000692,2024-12-24,C02798,P0099,S003,2,0.0,Cash
O000693,2025-05-31,C05898,P0040,S003,1,0.0,Net Banking
O000694,2025-01-07,C02824,P0019,S001,2,0.0,UPI
O000695,2023-09-29,C07134,P0093,S025,1,0.15,UPI
O000696,2025-01-23,C03293,P0139,S017,2,0.1,Cash
O000697,2025-12-12,C07559,P0045,S023,1,0.0,Credit Card
O000698,2023-11-06,C03206,P0049,S007,1,0.0,Debit Card
O000699,2024-03-09,C04004,P0136,S004,2,0.0,UPI
O000700,2025-08-20,C01298,P0116,S008,1,0.05,UPI
O000701,2025-07-04,C07503,P0110,S015,1,0.1,UPI
O000702,2025-11-03,C06501,P0131,S004,2,0.0,Debit Card
O000703,2025-07-03,C05245,P0118,S025,1,,Net Banking
O000704,2024-08-15,C02200,P0050,S003,1,0.05,UPI
O000705,2025-10-10,C01287,P0104,S014,1,0.1,Net Banking
O000706,2023-01-10,C07454,P0085,S008,1,0.15,Cash
O000707,2025-10-23,C01715,P0048,S002,1,0.05,UPI
O000708,2024-02-27,C07163,P0028,S016,1,0.0,UPI
O000709,2024-09-11,C00338,P0054,S018,2,0.0,UPI
O000710,2023-07-28,C05360,P0082,S022,4,0.0,Credit Card
O000711,2023-08-04,C03261,P0104,S009,1,0.0,UPI
O000712,2025-05-17,C01108,P0138,S002,3,0.1,UPI
O000713,2025-12-18,C06854,P0094,S007,1,0.1,UPI
O000714,2024-05-08,C04616,P0124,S018,3,0.0,Credit Card
O000715,2024-06-16,C06629,P0023,S011,2,0.0,UPI
O000716,2025-02-12,C06348,P0110,S001,1,0.0,UPI
O000717,2025-02-17,C02894,P0016,S010,1,0.0,Credit Card
O000718,2023-12-24,C06634,P0037,S010,3,0.05,Credit Card
O000719,2023-09-27,C01185,P0087,S004,2,0.2,Net Banking
O000720,2023-10-27,C07118,P0110,S021,1,0.0,UPI
O000721,2025-05-01,C01028,P0017,S002,1,0.0,UPI
O000722,2025-09-10,C06917,P0149,S016,4,0.0,UPI
O000723,2025-12-08,C00527,P0010,S019,5,0.05,Debit Card
O000724,2024-01-12,C07105,P0109,S017,1,0.0,UPI
O000725,2025-12-28,C01757,P0108,S018,1,0.05,Credit Card
O000726,2023-12-02,C00932,P0075,S002,1,0.05,Credit Card
O000727,2024-02-06,C00442,P0135,S022,4,0.0,Net Banking
O000728,2024-02-09,C04740,P0005,S007,2,0.1,Cash
O000729,2023-11-14,C00215,P0014,S011,3,0.05,UPI
O000730,2023-03-23,C03952,P0002,S021,1,0.0,Credit Card
O000731,2025-11-17,C06762,P0084,S021,1,0.2,Debit Card
O000732,2025-12-20,C05047,P0044,S003,1,0.05,UPI
O000733,2023-08-29,C07289,P0085,S006,1,0.05,UPI
O000734,2025-07-17,C05494,P0045,S025,1,0.0,UPI
O000735,2024-05-24,C04512,P0076,S016,2,0.1,UPI
O000736,2023-06-24,C04145,P0138,S013,2,0.0,Credit Card
O000737,2025-07-19,C04474,P0014,S002,1,0.1,UPI
O000738,2024-07-06,C06173,P0110,S007,1,0.1,Cash
O000739,2024-05-10,C03917,P0090,S012,4,0.1,Debit Card
O000740,2024-07-27,C06813,P0087,S018,1,0.15,UPI
O000741,2023-01-28,C07164,P0128,S024,1,0.0,Credit Card
O000742,2023-04-22,C05995,P0049,S004,1,0.0,UPI
O000743,2023-06-09,C06502,P0059,S025,1,0.1,Debit Card
O000744,2023-01-05,C02317,P0050,S007,1,0.0,Debit Card
O000745,2025-05-11,C02168,P0005,S004,1,0.0,Credit Card
O000746,2023-07-05,C07264,P0052,S007,1,0.0,Cash
O000747,2025-06-09,C01363,P0045,S013,1,0.1,UPI
O000748,2025-03-05,C06089,P0071,S005,2,0.15,Cash
O000749,2024-04-09,C01894,P0030,S013,1,0.0,Cash
O000750,2023-11-16,C01559,P0027,S001,1,0.0,Debit Card
O000751,2023-09-05,C04933,P0150,S010,1,0.0,UPI
O000752,2023-08-14,C04946,P0147,S012,1,0.0,Credit Card
O000753,2023-01-24,C00047,P0086,S014,2,0.05,Debit Card
O000754,2023-11-19,C06575,P0107,S008,1,0.0,UPI
O000755,2025-06-04,C01955,P0093,S006,1,0.05,Debit Card
O000756,2023-02-27,C01230,P0048,S017,2,0.05,Credit Card
O000757,2023-07-20,C00446,P0102,S014,1,0.05,UPI
O000758,2024-08-26,C04761,P0043,S007,1,0.05,Credit Card
O000759,2024-08-11,C00665,P0078,S019,1,0.15,UPI
O000760,2024-11-21,C01570,P0039,S005,2,0.1,Net Banking
O000761,2025-10-07,C05687,P0090,S006,1,0.0,UPI
O000762,2025-08-09,C07733,P0134,S020,2,0.1,Credit Card
O000763,2023-08-25,C03286,P0142,S008,1,0.0,UPI
O000764,2023-08-21,C00767,P0018,S009,1,0.0,UPI
O000765,2024-08-22,C05749,P0129,S010,5,0.0,Net Banking
O000766,2025-06-19,C01777,P0020,S022,4,0.05,UPI
O000767,2025-08-20,C07338,P0068,S003,2,0.0,Debit Card
O000768,2025-04-03,C04892,P0083,S010,3,0.1,Debit Card
O000769,2024-12-21,C03897,P0002,S007,1,0.0,Debit Card
O000770,2023-07-05,C07645,P0127,S013,3,0.0,Credit Card
O000771,2025-03-03,C00855,P0053,S021,3,0.0,UPI
O000772,2023-09-15,C03703,P0055,S018,1,0.0,Debit Card
O000773,2025-12-05,C05173,P0023,S015,1,0.0,Net Banking
O000774,2025-08-20,C04810,P0098,S012,4,0.05,UPI
O000775,2023-03-04,C00522,P0146,S003,2,0.0,UPI
O000776,2023-09-23,C06400,P0103,S024,1,0.05,Credit Card
O000777,2023-11-01,C06978,P0075,S003,1,0.1,UPI
O000778,2023-12-20,C02482,P0018,S004,1,0.05,UPI
O000779,2024-08-20,C05398,P0102,S014,1,0.1,UPI
O000780,2024-04-13,C07802,P0016,S021,1,0.0,UPI
O000781,2023-05-31,C06526,P0021,S014,4,0.0,Credit Card
O000782,2024-04-04,C04248,P0090,S004,2,0.1,Credit Card
O000783,2024-05-02,C02287,P0109,S013,1,0.0,Cash
O000784,2025-10-11,C02349,P0109,S009,1,0.0,UPI
O000785,2025-06-06,C06161,P0070,S019,2,0.0,Credit Card
O000786,2024-10-24,C05289,P0074,S004,1,0.05,Credit Card
O000787,2023-08-02,C07630,P0058,S021,2,,Debit Card
O000788,2024-05-10,C05184,P0027,S025,2,0.05,Credit Card
O000789,2023-04-04,C05235,P0124,S018,1,0.0,Credit Card
O000790,2025-02-08,C00439,P0029,S018,3,0.1,UPI
O000791,2023-01-29,C02247,P0028,S023,2,0.0,Debit Card
O000792,2025-09-27,C02511,P0128,S008,1,0.0,UPI
O000793,2025-08-18,C02037,P0111,S025,2,0.0,UPI
O000794,2025-05-23,C04113,P0093,S005,3,0.1,Cash
O000795,2023-06-06,C05454,P0124,S011,1,0.0,Debit Card
O000796,2024-03-14,C03882,P0005,S003,3,0.0,Credit Card
O000797,2025-03-25,C04564,P0147,S023,1,0.0,Debit Card
O000798,2025-01-04,C01386,P0145,S001,1,0.0,UPI
O000799,2024-12-18,C03958,P0147,S005,1,0.1,UPI
O000800,2023-11-10,C03200,P0102,S017,1,0.0,Debit Card
O000801,2023-12-19,C02360,P0020,S014,4,0.0,UPI
O000802,2024-12-10,C07061,P0069,S002,3,0.15,UPI
O000803,2025-09-26,C04201,P0007,S017,4,0.0,UPI
O000804,2024-02-17,C00730,P0032,S005,4,0.0,Credit Card
O000805,2024-11-11,C04938,P0036,S018,1,0.0,UPI
O000806,2023-06-16,C01519,P0085,S013,1,0.05,UPI
O000807,2024-03-14,C04253,P0089,S025,3,0.0,Credit Card
O000808,2025-08-01,C05729,P0030,S009,1,0.0,Debit Card
O000809,2025-10-14,C05347,P0127,S007,1,0.0,Debit Card
O000810,2024-04-21,C05731,P0126,S009,1,0.0,Debit Card
O000811,2024-09-25,C05919,P0039,S001,2,0.0,UPI
O000812,2024-05-03,C07344,P0124,S009,1,0.1,Credit Card
O000813,2024-08-11,C01176,P0088,S002,4,0.1,Net Banking
O000814,2023-10-06,C05433,P0085,S008,4,0.0,Cash
O000815,2025-01-15,C02941,P0141,S016,1,,UPI
O000816,2024-08-27,C05501,P0047,S016,1,0.1,UPI
O000817,2023-11-02,C01823,P0134,S024,2,0.05,Net Banking
O000818,2023-05-27,C01046,P0150,S005,1,0.0,UPI
O000819,2023-05-31,C01961,P0054,S002,1,0.05,UPI
O000820,2025-02-02,C07746,P0012,S006,3,0.05,Net Banking
O000821,2024-07-25,C07821,P0135,S025,3,0.0,UPI
O000822,2023-10-13,C06741,P0033,S006,1,0.0,Cash
O000823,2025-09-18,C06434,P0064,S017,2,0.05,UPI
O000824,2024-09-15,C01698,P0150,S004,1,0.0,Net Banking
O000825,2024-12-24,C04603,P0113,S017,1,0.1,UPI
O000826,2024-04-06,C07782,P0029,S014,3,0.1,UPI
O000827,2025-02-08,C05321,P0014,S017,1,0.1,UPI
O000828,2023-05-19,C03051,P0028,S020,1,0.05,Cash
O000829,2024-09-09,C02212,P0140,S018,2,0.0,Credit Card
O000830,2024-02-09,C03640,P0072,S021,1,0.05,Credit Card
O000831,2023-07-16,C01830,P0054,S015,1,0.0,Credit Card
O000832,2025-03-21,C01385,P0079,S012,1,0.0,Credit Card
O000833,2025-09-26,C07229,P0004,S001,1,0.0,Cash
O000834,2024-10-21,C05325,P0130,S017,1,0.0,Cash
O000835,2023-07-27,C05466,P0032,S025,1,0.1,Cash
O000836,2024-04-20,C04240,P0083,S002,3,0.05,Debit Card
O000837,2025-12-31,C02297,P0126,S016,2,0.1,Debit Card
O000838,2024-11-28,C04223,P0125,S024,1,0.05,UPI
O000839,2025-01-30,C03492,P0076,S004,1,0.05,UPI
O000840,2023-03-10,C03656,P0005,S013,1,0.05,UPI
O000841,2025-04-02,C01747,P0060,S003,1,0.0,Debit Card
O000842,2023-07-11,C00855,P0086,S011,2,0.0,Credit Card
O000843,2025-09-30,C01684,P0030,S007,1,0.0,UPI
O000844,2025-10-06,C05102,P0020,S015,1,0.0,Credit Card
O000845,2024-03-08,C00226,P0107,S004,3,0.1,UPI
